,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,a_1,a_2,b_1,b_2
814,5.98,5.98,0.00,5.98,5.15,5.15,0.00,0.03,5.40,9.60,5.01,420.05,0.82,0.81,-3.89,-3.91
815,5.24,5.19,0.05,5.24,4.41,4.38,0.03,0.01,7.52,13.64,7.26,612.84,0.84,0.85,-3.17,-3.45
816,5.81,5.83,0.02,5.83,4.95,4.84,0.11,0.00,5.62,10.83,6.06,521.53,0.89,0.80,-4.10,-3.39
817,6.12,5.95,0.17,6.12,5.18,5.12,0.06,0.02,5.50,9.96,5.29,446.72,0.83,0.82,-3.92,-4.04
818,5.32,5.83,0.51,5.83,4.48,4.74,0.26,0.00,6.22,11.79,6.50,556.77,0.86,0.92,-3.58,-4.08
819,6.41,6.49,0.08,6.49,5.46,5.47,0.01,0.00,6.62,10.94,5.32,432.29,0.84,0.78,-4.41,-3.88
820,5.94,5.93,0.01,5.94,4.91,5.11,0.20,0.01,5.83,10.82,5.86,498.54,0.83,0.82,-3.97,-3.84
821,5.50,5.56,0.06,5.56,4.53,4.69,0.16,0.01,5.67,11.31,6.49,563.49,0.85,0.79,-3.62,-3.02
822,6.03,6.15,0.12,6.15,5.18,5.18,0.00,0.02,4.86,9.35,5.22,448.96,0.83,0.83,-4.04,-3.95
823,5.15,5.23,0.08,5.23,4.39,4.26,0.13,0.00,6.82,13.60,7.80,677.86,0.93,0.87,-3.75,-3.28
824,6.33,6.39,0.06,6.39,5.50,5.49,0.01,0.02,5.89,9.69,4.68,379.24,0.84,0.81,-4.50,-4.25
825,6.83,7.26,0.43,7.26,5.97,6.19,0.22,0.11,4.82,7.88,3.79,306.24,0.77,0.77,-4.39,-4.49
826,6.21,6.09,0.13,6.21,5.12,5.09,0.03,0.00,9.03,13.85,6.17,481.89,0.85,0.82,-4.05,-3.91
827,6.62,6.51,0.11,6.62,5.65,5.56,0.09,0.06,6.22,10.25,4.96,402.27,0.81,0.81,-4.32,-4.14
828,7.09,6.72,0.36,7.09,6.19,5.50,0.69,0.05,7.29,10.99,4.79,370.10,0.80,0.78,-4.61,-4.26
829,5.75,5.43,0.32,5.75,4.76,4.54,0.21,0.00,8.32,13.81,6.74,548.97,0.92,0.83,-4.07,-3.31
830,6.16,6.04,0.12,6.16,5.03,5.16,0.13,0.00,6.73,11.60,5.88,487.06,0.79,0.86,-3.62,-4.18
831,5.73,6.02,0.29,6.02,4.87,4.98,0.11,0.00,5.53,11.43,6.73,589.66,0.88,0.87,-3.87,-3.82
832,6.04,6.25,0.21,6.25,5.22,5.31,0.09,0.00,4.71,9.05,5.04,433.57,0.83,0.83,-4.06,-4.06
833,5.30,5.31,0.01,5.31,4.59,4.45,0.14,0.00,6.46,12.48,6.99,601.83,0.85,0.84,-3.50,-3.38
834,6.18,6.02,0.15,6.18,5.16,5.07,0.09,0.06,6.72,10.99,5.28,427.69,0.89,0.76,-4.60,-3.42
835,5.84,6.18,0.33,6.18,5.01,5.11,0.11,0.01,7.71,12.57,6.02,485.91,0.89,0.88,-4.33,-4.33
836,6.66,6.47,0.19,6.66,5.82,5.39,0.43,0.03,6.03,10.19,5.07,416.64,0.83,0.81,-4.44,-4.22
837,5.84,5.84,0.00,5.84,4.95,5.09,0.14,0.00,5.79,11.12,6.20,533.24,0.84,0.93,-3.72,-4.49
838,6.51,6.30,0.20,6.51,5.38,5.46,0.08,0.05,7.18,11.37,5.27,418.84,0.76,0.92,-3.52,-4.97
839,4.88,5.59,0.70,5.59,4.15,4.45,0.30,0.00,8.23,15.04,8.04,680.99,0.91,0.89,-3.67,-3.60
840,5.64,5.56,0.08,5.64,4.53,4.46,0.07,0.00,5.81,11.77,6.83,595.69,0.87,0.86,-3.67,-3.55
841,6.32,6.48,0.16,6.48,5.38,5.50,0.12,0.04,6.35,10.42,5.02,406.97,0.84,0.79,-4.21,-3.92
842,5.03,5.25,0.22,5.25,4.26,4.48,0.22,0.00,5.80,11.69,6.75,588.14,0.84,0.94,-3.18,-4.06
843,5.69,6.02,0.33,6.02,4.96,4.95,0.01,0.00,5.03,10.28,6.01,525.17,0.80,0.88,-3.57,-4.24
844,5.79,5.52,0.27,5.79,4.68,4.60,0.08,0.00,5.09,11.46,7.14,637.34,0.82,0.89,-3.18,-3.77
845,5.19,4.92,0.27,5.19,4.56,4.19,0.37,0.01,6.96,13.81,7.90,685.41,0.82,0.88,-3.08,-3.39
846,5.23,5.37,0.14,5.37,4.47,4.45,0.03,0.02,6.91,12.60,6.73,568.82,0.86,0.91,-3.64,-4.11
847,5.38,5.19,0.19,5.38,4.60,4.33,0.28,0.00,6.08,11.98,6.81,590.03,0.93,0.87,-4.15,-3.59
848,7.16,7.05,0.12,7.16,6.06,5.92,0.14,0.05,5.27,8.70,4.22,343.27,0.78,0.85,-4.57,-5.03
849,6.14,6.15,0.00,6.15,5.28,5.20,0.08,0.02,5.70,9.79,4.95,409.32,0.89,0.89,-4.68,-4.63
850,6.00,5.47,0.53,6.00,5.04,4.65,0.39,0.00,5.53,10.76,6.06,523.13,0.86,0.92,-3.96,-4.27
851,6.07,5.80,0.26,6.07,5.04,4.88,0.16,0.02,5.18,9.62,5.22,444.24,0.83,0.84,-3.86,-3.93
852,5.18,5.23,0.05,5.23,4.39,4.44,0.05,0.00,8.46,14.85,7.66,639.24,0.91,0.90,-3.63,-3.70
853,5.53,5.64,0.12,5.64,4.46,4.70,0.24,0.00,8.13,13.67,6.76,553.60,0.87,0.87,-3.66,-3.74
854,5.46,5.42,0.04,5.46,4.63,4.51,0.12,0.00,4.84,10.70,6.58,585.66,0.84,0.78,-3.31,-3.01
855,6.24,6.94,0.70,6.94,5.50,5.83,0.34,0.03,5.76,9.57,4.68,381.56,0.83,0.79,-4.52,-4.36
856,6.09,6.07,0.02,6.09,5.02,5.06,0.04,0.00,7.06,12.06,6.05,499.55,0.90,0.84,-4.32,-3.91
857,5.42,5.49,0.07,5.49,4.64,4.73,0.10,0.00,4.68,10.62,6.65,594.56,0.87,0.90,-3.66,-3.85
858,5.31,5.33,0.01,5.33,4.52,4.32,0.21,0.00,7.81,13.85,7.22,604.57,0.88,0.87,-3.65,-3.48
859,5.47,6.14,0.67,6.14,4.62,4.96,0.34,0.00,7.33,12.78,6.55,544.62,0.89,0.81,-4.12,-3.56
860,5.72,5.65,0.07,5.72,4.89,4.77,0.12,0.01,4.70,9.75,5.76,505.25,0.92,0.83,-4.43,-3.67
861,5.97,6.39,0.42,6.39,5.05,5.39,0.34,0.00,5.63,10.32,5.53,468.76,0.88,0.86,-4.41,-4.29
862,5.62,5.35,0.27,5.62,4.76,4.48,0.28,0.00,4.85,10.28,6.16,543.50,0.89,0.89,-3.92,-3.96
863,5.13,5.45,0.32,5.45,4.17,4.51,0.34,0.00,5.85,12.22,7.24,636.66,0.90,0.85,-3.66,-3.31
864,5.09,5.32,0.23,5.32,4.44,4.41,0.03,0.00,6.05,12.46,7.32,640.85,0.85,0.89,-3.26,-3.55
865,5.33,5.60,0.27,5.60,4.41,4.55,0.13,0.00,6.67,12.99,7.31,631.42,0.85,0.88,-3.35,-3.67
866,6.48,6.50,0.02,6.50,5.37,5.47,0.10,0.04,6.27,10.52,5.19,424.73,0.79,0.86,-3.89,-4.37
867,5.22,4.71,0.51,5.22,4.16,3.88,0.28,0.00,5.23,12.25,7.80,701.98,0.89,0.88,-3.33,-3.15
868,6.66,6.84,0.18,6.84,5.70,5.75,0.05,0.07,5.70,9.15,4.30,344.41,0.82,0.79,-4.50,-4.32
869,6.00,6.17,0.18,6.17,5.17,5.25,0.08,0.00,6.49,11.41,5.90,492.48,0.84,0.84,-4.10,-4.11
870,6.06,6.40,0.34,6.40,5.35,5.30,0.05,0.01,7.07,11.67,5.66,460.42,0.87,0.81,-4.27,-3.77
871,5.43,5.54,0.11,5.54,4.55,4.70,0.15,0.00,5.53,11.18,6.48,564.91,0.90,0.94,-3.87,-4.20
872,6.27,5.86,0.41,6.27,5.19,4.88,0.30,0.01,7.06,12.07,6.07,501.03,0.84,0.88,-4.01,-4.19
873,5.44,5.19,0.25,5.44,4.36,4.43,0.07,0.00,7.38,12.92,6.65,554.09,0.83,0.88,-3.18,-3.60
874,5.49,5.03,0.46,5.49,4.27,4.11,0.15,0.00,9.08,15.59,7.88,651.41,0.85,0.91,-3.18,-3.52
875,6.68,6.86,0.18,6.86,5.72,5.70,0.02,0.06,7.05,10.60,4.60,354.42,0.79,0.81,-4.30,-4.57
876,5.61,5.82,0.21,5.82,4.78,4.79,0.00,0.01,5.41,11.00,6.40,559.38,0.82,0.84,-3.47,-3.53
877,6.65,6.87,0.23,6.87,5.66,5.98,0.32,0.20,5.28,8.30,3.81,301.75,0.71,0.80,-3.77,-4.49
878,5.29,5.19,0.09,5.29,4.43,4.34,0.09,0.00,4.85,11.65,7.53,680.57,0.89,0.83,-3.67,-3.22
879,6.67,7.04,0.37,7.04,5.74,6.06,0.33,0.13,7.63,10.89,4.40,325.47,0.82,0.87,-4.60,-5.03
880,6.41,6.47,0.06,6.47,5.55,5.50,0.04,0.03,5.16,9.06,4.67,389.37,0.83,0.89,-4.38,-4.90
881,5.32,5.81,0.49,5.81,4.45,4.66,0.21,0.00,5.52,10.79,6.10,527.63,0.89,0.84,-3.90,-3.55
882,5.39,5.74,0.35,5.74,4.64,4.64,0.01,0.00,6.28,11.95,6.62,567.42,0.84,0.87,-3.45,-3.53
883,5.36,5.24,0.12,5.36,4.38,4.20,0.18,0.00,7.97,14.55,7.78,658.57,0.86,0.91,-3.25,-3.65
884,5.05,4.89,0.16,5.05,4.15,4.11,0.04,0.00,7.11,14.42,8.37,730.60,0.88,0.88,-3.29,-3.24
885,5.69,5.58,0.10,5.69,4.79,4.75,0.04,0.01,6.06,11.40,6.25,534.29,0.80,0.82,-3.28,-3.54
886,5.94,5.78,0.16,5.94,5.05,4.75,0.30,0.01,6.50,11.80,6.27,529.65,0.86,0.83,-3.96,-3.50
887,6.51,6.21,0.30,6.51,5.49,5.35,0.14,0.00,5.27,9.59,5.12,432.53,0.91,0.83,-5.02,-4.30
888,6.76,6.97,0.21,6.97,5.83,5.76,0.07,0.03,5.58,8.86,4.12,327.92,0.79,0.76,-4.61,-4.21
889,5.25,5.41,0.16,5.41,4.41,4.43,0.02,0.00,6.54,12.07,6.51,552.51,0.81,0.87,-3.04,-3.68
890,6.11,6.15,0.05,6.15,5.32,5.21,0.11,0.01,6.75,11.51,5.77,476.22,0.81,0.87,-3.84,-4.41
891,5.73,5.41,0.32,5.73,4.75,4.51,0.24,0.00,7.80,13.42,6.79,562.09,0.83,0.85,-3.45,-3.68
892,5.96,6.08,0.12,6.08,4.97,4.92,0.06,0.00,7.28,12.53,6.34,525.09,0.83,0.86,-3.78,-4.02
893,5.80,5.97,0.18,5.97,4.85,4.94,0.09,0.02,5.78,10.23,5.31,444.61,0.82,0.80,-3.83,-3.66
894,5.57,5.36,0.21,5.57,4.55,4.40,0.15,0.00,5.19,11.02,6.61,582.72,0.83,0.87,-3.26,-3.52
895,6.32,5.90,0.42,6.32,5.30,5.08,0.22,0.00,4.37,9.02,5.30,464.68,0.82,0.82,-3.84,-3.78
896,6.02,5.84,0.18,6.02,4.96,4.98,0.03,0.00,6.94,11.08,5.18,413.52,0.84,0.90,-4.13,-4.46
897,6.43,6.55,0.13,6.55,5.51,5.74,0.23,0.01,5.66,9.83,5.01,416.30,0.83,0.82,-4.40,-4.30
898,6.92,6.89,0.03,6.92,5.87,5.76,0.11,0.02,7.25,10.94,4.77,368.51,0.81,0.83,-4.36,-4.59
899,5.43,5.35,0.08,5.43,4.50,4.47,0.03,0.01,5.25,11.15,6.69,590.33,0.77,0.89,-2.82,-3.60
900,7.00,6.58,0.42,7.00,5.89,5.64,0.25,0.05,5.35,8.92,4.37,357.04,0.75,0.80,-3.96,-4.20
901,5.35,5.25,0.10,5.35,4.32,4.36,0.04,0.00,5.30,11.43,6.92,612.25,0.86,0.82,-3.50,-3.09
902,5.55,5.47,0.08,5.55,4.48,4.61,0.12,0.00,6.46,12.39,6.90,593.30,0.89,0.89,-3.68,-3.81
903,6.15,6.33,0.18,6.33,5.20,5.33,0.13,0.04,5.52,10.04,5.35,452.14,0.80,0.87,-3.81,-4.32
904,6.76,7.25,0.49,7.25,5.73,5.94,0.22,0.16,7.50,10.67,4.30,316.99,0.77,0.82,-4.40,-4.78
905,6.64,6.87,0.23,6.87,5.72,5.69,0.03,0.02,7.16,11.18,5.10,402.74,0.79,0.82,-4.31,-4.50
906,6.60,6.52,0.08,6.60,5.37,5.56,0.19,0.02,7.18,11.11,5.01,393.83,0.80,0.82,-4.10,-4.32
907,5.81,5.56,0.25,5.81,4.88,4.70,0.18,0.00,4.82,10.20,6.11,538.37,0.84,0.87,-3.67,-3.74
908,5.81,5.96,0.15,5.96,4.84,5.00,0.16,0.00,4.18,9.29,5.74,511.29,0.79,0.87,-3.37,-4.08
909,5.95,6.21,0.26,6.21,5.10,5.15,0.05,0.04,6.78,11.17,5.41,438.95,0.88,0.82,-4.47,-4.04
910,6.24,6.10,0.14,6.24,5.22,5.07,0.14,0.00,5.94,10.76,5.71,481.92,0.84,0.85,-4.14,-4.15
911,6.48,6.46,0.02,6.48,5.38,5.52,0.14,0.05,5.26,9.38,4.91,412.49,0.78,0.79,-3.95,-3.97
912,5.94,5.94,0.00,5.94,5.21,5.14,0.06,0.00,7.60,12.69,6.23,509.10,0.81,0.85,-3.72,-4.03
913,6.39,6.13,0.26,6.39,5.41,5.12,0.29,0.03,4.34,9.25,5.56,491.15,0.88,0.81,-4.38,-3.74
914,5.49,5.58,0.08,5.58,4.59,4.57,0.02,0.00,8.23,14.64,7.65,641.32,0.87,0.85,-3.60,-3.35
915,5.40,5.89,0.50,5.89,4.52,4.87,0.35,0.01,5.72,10.78,5.92,506.41,0.87,0.87,-3.87,-3.85
916,5.15,5.28,0.13,5.28,4.33,4.39,0.06,0.00,7.09,13.02,6.99,593.15,0.93,0.86,-3.95,-3.50
917,5.66,5.50,0.16,5.66,4.79,4.56,0.22,0.00,7.74,13.22,6.64,547.95,0.80,0.86,-3.28,-3.72
918,5.18,4.97,0.22,5.18,4.26,4.21,0.05,0.00,6.18,12.09,6.83,590.70,0.89,0.87,-3.42,-3.31
919,6.34,6.27,0.06,6.34,5.41,5.39,0.02,0.02,5.98,10.59,5.51,461.28,0.81,0.83,-3.82,-4.05
920,5.15,5.05,0.10,5.15,4.39,4.37,0.02,0.00,5.68,11.94,7.11,626.16,0.92,0.86,-3.72,-3.33
921,6.66,6.78,0.12,6.78,5.70,5.98,0.28,0.09,6.00,9.29,4.19,329.14,0.79,0.84,-4.21,-4.71
922,5.02,5.50,0.48,5.50,4.30,4.62,0.33,0.00,6.37,13.06,7.64,668.88,0.84,0.84,-3.16,-3.31
923,6.03,6.39,0.36,6.39,5.16,5.35,0.20,0.02,5.57,9.81,5.07,423.85,0.91,0.80,-4.69,-3.88
924,6.24,6.25,0.01,6.25,5.34,5.44,0.10,0.04,6.57,10.74,5.16,416.98,0.82,0.85,-4.13,-4.42
925,6.25,5.89,0.37,6.25,5.11,4.99,0.11,0.00,6.22,11.27,5.99,505.37,0.90,0.83,-4.36,-3.83
926,5.84,6.32,0.47,6.32,5.04,5.48,0.44,0.00,5.09,9.83,5.51,474.22,0.83,0.82,-3.99,-4.08
927,6.67,6.30,0.38,6.67,5.52,5.39,0.13,0.03,6.79,10.85,5.08,406.19,0.80,0.86,-4.11,-4.50
928,5.92,6.32,0.41,6.32,5.09,5.35,0.26,0.01,5.55,10.11,5.39,456.14,0.86,0.84,-4.27,-4.17
929,5.34,5.26,0.08,5.34,4.40,4.35,0.06,0.00,6.16,12.87,7.64,671.53,0.92,0.86,-3.62,-3.29
930,6.53,6.19,0.34,6.53,5.56,5.35,0.21,0.06,7.03,10.58,4.61,355.51,0.83,0.87,-4.42,-4.75
931,5.97,5.30,0.67,5.97,4.84,4.46,0.38,0.00,5.67,11.15,6.33,548.11,0.89,0.88,-3.89,-3.69
932,5.88,5.59,0.29,5.88,4.91,4.72,0.19,0.00,7.25,12.40,6.24,515.59,0.82,0.86,-3.75,-3.99
933,5.83,5.66,0.18,5.83,4.81,4.77,0.04,0.01,9.03,14.08,6.40,504.76,0.83,0.91,-3.61,-4.34
934,6.77,6.38,0.39,6.77,5.78,5.54,0.24,0.01,6.19,10.09,4.83,390.42,0.81,0.86,-4.39,-4.79
935,6.32,6.20,0.12,6.32,5.34,5.17,0.16,0.06,6.83,11.62,5.81,478.64,0.86,0.81,-4.24,-3.75
936,5.16,5.49,0.33,5.49,4.31,4.57,0.26,0.00,6.93,12.41,6.52,548.08,0.82,0.89,-3.16,-3.88
937,6.29,6.68,0.38,6.68,5.33,5.55,0.22,0.05,5.60,9.30,4.54,369.79,0.78,0.82,-3.99,-4.44
938,5.50,5.43,0.06,5.50,4.65,4.54,0.12,0.00,7.24,13.09,6.93,584.50,0.89,0.89,-3.68,-3.66
939,6.14,5.95,0.19,6.14,5.25,4.90,0.34,0.00,6.28,11.34,6.00,505.60,0.82,0.82,-3.93,-3.91
940,6.29,6.39,0.11,6.39,5.11,5.12,0.01,0.00,6.11,10.79,5.59,467.33,0.87,0.86,-4.26,-4.32
941,5.24,5.11,0.13,5.24,4.31,4.40,0.09,0.00,7.13,12.99,6.93,585.59,0.87,0.86,-3.56,-3.49
942,6.47,6.21,0.27,6.47,5.44,5.42,0.03,0.00,5.38,10.27,5.70,489.04,0.90,0.81,-4.62,-3.87
943,6.61,6.32,0.29,6.61,5.34,5.44,0.09,0.06,7.80,12.45,5.82,464.99,0.80,0.85,-3.90,-4.38
944,5.49,5.66,0.16,5.66,4.60,4.82,0.21,0.00,6.76,11.95,6.21,519.45,0.91,0.87,-4.10,-3.87
945,6.24,6.05,0.19,6.24,5.23,4.98,0.26,0.00,4.86,10.23,6.10,536.66,0.81,0.84,-3.77,-3.86
946,6.18,5.92,0.27,6.18,5.42,4.97,0.46,0.01,5.77,10.11,5.20,433.56,0.90,0.85,-4.62,-4.14
947,5.48,5.57,0.09,5.57,4.55,4.61,0.06,0.00,7.91,14.07,7.34,615.67,0.81,0.86,-3.08,-3.49
948,6.29,6.15,0.14,6.29,5.12,5.25,0.13,0.00,5.41,9.86,5.27,445.85,0.88,0.82,-4.47,-4.03
949,5.96,5.61,0.36,5.96,4.98,4.88,0.10,0.01,7.61,12.62,6.15,501.19,0.85,0.82,-3.86,-3.50
950,6.12,6.30,0.18,6.30,5.17,5.26,0.09,0.00,5.75,10.41,5.52,465.48,0.84,0.81,-4.02,-3.91
951,5.13,5.43,0.30,5.43,4.41,4.41,0.00,0.00,5.64,12.04,7.25,639.95,0.89,0.90,-3.68,-3.72
952,6.96,7.44,0.48,7.44,6.05,6.15,0.10,0.06,6.12,9.56,4.36,344.41,0.81,0.79,-4.73,-4.52
953,5.54,5.40,0.14,5.54,4.46,4.49,0.03,0.00,4.90,10.13,5.96,522.74,0.84,0.87,-3.41,-3.67
954,5.83,5.94,0.11,5.94,4.90,4.93,0.02,0.00,7.40,12.31,6.01,490.29,0.88,0.85,-4.05,-3.92
955,5.38,5.63,0.25,5.63,4.37,4.78,0.41,0.01,6.15,11.88,6.65,572.52,0.90,0.86,-3.78,-3.65
956,5.21,5.77,0.55,5.77,4.33,4.71,0.38,0.00,5.84,12.05,7.09,621.12,0.91,0.83,-3.77,-3.20
957,5.29,5.07,0.22,5.29,4.38,4.25,0.13,0.00,5.17,12.00,7.60,682.98,0.87,0.81,-3.30,-2.77
958,6.10,5.98,0.12,6.10,5.20,4.94,0.25,0.00,6.15,11.55,6.33,540.41,0.84,0.87,-3.82,-4.09
959,5.62,5.49,0.13,5.62,4.70,4.49,0.21,0.00,5.86,11.74,6.76,587.74,0.88,0.88,-3.82,-3.72
960,5.55,5.58,0.04,5.58,4.63,4.62,0.02,0.00,7.10,13.06,7.03,596.39,0.88,0.83,-3.80,-3.43
961,6.36,6.49,0.14,6.49,5.31,5.58,0.27,0.02,6.91,11.17,5.30,426.14,0.84,0.82,-4.17,-4.07
962,6.12,6.29,0.17,6.29,5.16,5.43,0.27,0.00,6.36,11.35,5.94,498.55,0.84,0.79,-4.07,-3.66
963,5.71,5.38,0.33,5.71,4.78,4.65,0.13,0.00,7.26,13.18,7.01,592.62,0.88,0.84,-3.83,-3.46
964,5.76,5.94,0.18,5.94,4.90,4.92,0.02,0.00,6.49,11.71,6.19,521.80,0.81,0.91,-3.49,-4.35
965,6.62,6.75,0.13,6.75,5.64,5.71,0.07,0.04,4.86,8.71,4.57,384.29,0.85,0.82,-4.60,-4.40
966,5.57,5.56,0.02,5.57,4.66,4.66,0.00,0.00,8.40,14.33,7.19,593.33,0.84,0.90,-3.55,-4.09
967,5.29,5.45,0.16,5.45,4.44,4.33,0.11,0.01,6.55,12.33,6.76,578.20,0.90,0.84,-3.90,-3.30
968,5.63,5.49,0.14,5.63,4.86,4.73,0.13,0.00,9.82,15.43,7.08,561.05,0.89,0.90,-3.91,-3.99
969,6.52,6.34,0.18,6.52,5.41,5.31,0.10,0.00,4.79,9.34,5.26,454.27,0.85,0.83,-4.16,-4.05
970,6.87,6.69,0.19,6.87,5.77,5.71,0.06,0.08,4.59,8.14,4.23,354.29,0.77,0.79,-4.17,-4.27
971,5.71,5.55,0.16,5.71,4.86,4.73,0.12,0.00,5.95,11.39,6.33,544.23,0.86,0.80,-3.73,-3.22
972,5.43,5.88,0.45,5.88,4.51,4.67,0.16,0.00,6.07,11.84,6.69,577.53,0.89,0.90,-3.68,-3.92
973,5.75,5.44,0.31,5.75,4.83,4.42,0.41,0.00,5.63,11.24,6.45,560.84,0.86,0.86,-3.73,-3.65
974,6.39,5.95,0.44,6.39,5.30,5.10,0.20,0.00,6.08,10.47,5.30,438.51,0.76,0.89,-3.51,-4.58
975,6.61,7.09,0.47,7.09,5.69,5.97,0.28,0.16,6.82,9.91,4.11,308.72,0.81,0.76,-4.60,-4.29
976,5.62,5.75,0.12,5.75,4.57,4.74,0.16,0.00,5.93,11.40,6.36,546.87,0.89,0.84,-4.03,-3.54
977,6.47,6.84,0.37,6.84,5.35,5.77,0.42,0.08,7.66,11.40,4.89,374.07,0.82,0.82,-4.41,-4.48
978,5.08,5.26,0.18,5.26,4.27,4.25,0.02,0.01,6.99,12.75,6.80,575.46,0.92,0.82,-3.79,-3.05
979,5.28,5.02,0.26,5.28,4.25,4.16,0.09,0.00,6.58,12.88,7.29,630.12,0.91,0.83,-3.73,-3.15
980,6.86,6.88,0.02,6.88,5.84,5.74,0.09,0.02,6.73,10.27,4.56,354.74,0.76,0.74,-4.14,-3.99
981,4.97,5.19,0.22,5.19,4.20,4.34,0.15,0.00,5.30,12.00,7.50,670.75,0.86,0.84,-3.17,-3.19
982,6.05,6.24,0.19,6.24,5.36,5.12,0.24,0.00,6.14,10.96,5.74,482.00,0.84,0.85,-4.14,-4.15
983,5.69,5.68,0.00,5.69,4.82,4.75,0.07,0.00,7.26,13.26,7.09,599.80,0.84,0.88,-3.49,-3.87
984,6.10,6.39,0.29,6.39,5.09,5.18,0.09,0.00,5.72,10.51,5.65,479.67,0.78,0.84,-3.58,-4.05
985,5.81,5.79,0.01,5.81,4.75,4.85,0.09,0.00,5.61,11.33,6.56,572.13,0.84,0.85,-3.61,-3.64
986,6.44,6.48,0.04,6.48,5.37,5.23,0.14,0.00,5.35,9.38,4.84,403.33,0.88,0.80,-4.70,-4.00
987,6.13,5.75,0.38,6.13,5.12,4.95,0.17,0.00,5.43,10.47,5.85,503.55,0.86,0.87,-4.13,-3.97
988,6.70,6.62,0.07,6.70,5.51,5.76,0.24,0.13,5.41,8.66,4.06,324.80,0.80,0.83,-4.25,-4.46
989,5.76,5.65,0.11,5.76,4.87,4.92,0.05,0.02,5.81,10.72,5.79,491.49,0.88,0.82,-4.11,-3.67
990,6.36,6.10,0.25,6.36,5.28,5.07,0.21,0.01,7.08,11.46,5.44,437.93,0.86,0.79,-4.15,-3.69
991,6.13,6.11,0.02,6.13,5.26,5.16,0.10,0.01,7.14,11.71,5.64,456.46,0.86,0.82,-4.39,-4.00
992,6.06,6.03,0.03,6.06,4.85,5.04,0.19,0.00,5.69,10.96,6.12,526.74,0.81,0.84,-3.58,-3.80
993,5.50,5.58,0.08,5.58,4.70,4.71,0.01,0.00,7.04,12.24,6.26,519.98,0.86,0.88,-3.75,-3.91
994,5.90,6.18,0.27,6.18,4.78,5.14,0.36,0.01,7.95,13.14,6.39,519.59,0.84,0.86,-3.72,-3.88
995,5.79,5.35,0.44,5.79,4.95,4.60,0.35,0.00,5.69,10.46,5.63,477.25,0.86,0.84,-3.97,-3.65
996,5.05,5.51,0.46,5.51,4.25,4.60,0.35,0.00,7.12,13.12,7.07,599.65,0.85,0.85,-3.30,-3.41
997,6.22,6.09,0.12,6.22,5.18,5.28,0.09,0.00,8.28,13.17,6.13,488.31,0.86,0.89,-4.13,-4.43
998,6.95,6.36,0.59,6.95,5.72,5.45,0.27,0.01,6.31,10.39,5.02,407.31,0.81,0.78,-4.32,-3.92
999,5.42,5.26,0.15,5.42,4.49,4.39,0.10,0.00,5.90,11.56,6.55,566.27,0.84,0.88,-3.40,-3.75
